Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31172,27,housemaid,single,primary,no,494,no,no,cellular,5,feb,16,10,-1,0,unknown,no
43824,40,blue-collar,married,secondary,no,275,yes,no,cellular,1,feb,196,2,-1,0,unknown,no
37968,46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
15341,36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,unknown,no
24683,52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,5,-1,0,unknown,no
37854,40,services,married,secondary,no,1116,yes,no,cellular,12,may,350,5,286,2,failure,no
26476,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown,no
12668,35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,0,unknown,no
29612,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,no
6220,32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,no
3473,30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,no
15815,54,blue-collar,married,secondary,no,0,no,yes,cellular,16,jul,156,1,-1,0,unknown,no
24649,33,management,single,tertiary,no,1530,no,no,cellular,28,aug,88,25,-1,0,unknown,no
22690,59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,-1,0,unknown,no
25672,41,management,married,secondary,no,3018,yes,no,cellular,17,nov,536,2,-1,0,unknown,no
43754,69,retired,divorced,secondary,no,4572,no,no,cellular,27,jan,185,2,92,3,success,no
4740,58,admin.,married,primary,no,879,yes,no,unknown,16,may,242,7,-1,0,unknown,no
20751,47,self-employed,married,secondary,no,231,no,no,cellular,8,aug,88,2,-1,0,unknown,no
5202,27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,-1,0,unknown,no
5994,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,no
30819,56,technician,married,primary,no,284,no,no,cellular,4,feb,177,1,197,9,failure,no
8164,47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,-1,0,unknown,no
38277,35,services,single,secondary,no,-639,yes,yes,cellular,13,may,427,1,-1,0,unknown,no
25708,38,management,married,tertiary,no,1680,yes,no,cellular,17,nov,414,2,-1,0,unknown,no
22121,60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,-1,0,unknown,no
10109,60,blue-collar,married,secondary,no,40,no,no,unknown,5,jun,126,2,-1,0,unknown,no
16945,25,entrepreneur,married,tertiary,no,38,yes,no,cellular,22,jul,278,5,-1,0,unknown,no
36453,53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,failure,no
40225,34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,failure,no
37623,30,blue-collar,married,secondary,no,90,yes,no,cellular,12,may,232,1,-1,0,unknown,no
21374,59,retired,married,secondary,no,5219,no,no,cellular,11,aug,239,3,-1,0,unknown,no
6935,40,services,married,secondary,no,-626,yes,no,unknown,26,may,147,2,-1,0,unknown,no
19502,36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
11551,32,blue-collar,married,secondary,no,598,yes,no,unknown,16,jun,179,2,-1,0,unknown,no
34638,38,management,married,secondary,no,336,yes,no,cellular,20,apr,259,3,-1,0,unknown,no
45910,39,technician,married,tertiary,no,386,no,no,cellular,29,sep,201,2,-1,0,unknown,no
33035,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no
24252,41,technician,married,secondary,no,128,yes,no,cellular,27,aug,100,2,-1,0,unknown,no
24723,31,management,single,tertiary,no,0,no,no,cellular,28,aug,35,31,-1,0,unknown,no
40084,28,technician,single,tertiary,no,1080,yes,no,cellular,18,may,192,1,-1,0,unknown,no
6904,31,technician,married,secondary,no,-576,yes,no,unknown,26,may,93,2,-1,0,unknown,no
28858,44,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
33746,33,blue-collar,married,primary,no,-219,yes,no,cellular,17,apr,64,1,-1,0,unknown,no
29747,56,management,married,tertiary,no,4,yes,yes,cellular,30,jan,299,1,2,5,other,no
25604,47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,unknown,no
9354,39,blue-collar,single,primary,no,-360,yes,no,unknown,3,jun,209,2,-1,0,unknown,no
39547,26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,unknown,no
1444,24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no
6668,41,blue-collar,divorced,primary,no,320,yes,no,unknown,26,may,511,1,-1,0,unknown,no
5829,38,blue-collar,married,secondary,no,620,yes,yes,unknown,21,may,420,1,-1,0,unknown,no
38842,52,self-employed,married,secondary,no,213,yes,no,cellular,14,may,164,2,-1,0,unknown,no
18143,31,entrepreneur,divorced,tertiary,no,1767,no,no,telephone,25,jul,395,6,-1,0,unknown,no
28825,47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,181,1,177,2,failure,no
3350,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,-1,0,unknown,no
18959,50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,unknown,no
39722,33,blue-collar,married,secondary,no,-63,yes,no,cellular,15,may,126,2,350,1,failure,no
29476,45,technician,married,secondary,no,398,yes,no,cellular,29,jan,227,1,246,5,failure,no
40810,49,management,single,tertiary,no,493,no,no,cellular,1,jun,161,1,39,1,failure,no
28647,57,self-employed,single,primary,no,6056,yes,no,cellular,21,nov,18,5,-1,0,unknown,no
20407,33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no
24426,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,unknown,no
5884,32,technician,married,secondary,no,2693,yes,no,unknown,21,may,16,1,-1,0,unknown,no
7437,31,admin.,single,secondary,no,-133,yes,no,unknown,27,may,355,2,-1,0,unknown,no
37067,36,technician,married,secondary,no,483,yes,no,cellular,11,may,179,1,304,2,failure,no
1211,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
4418,41,management,married,tertiary,no,6060,yes,no,unknown,15,may,71,2,-1,0,unknown,no
9496,30,management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
28312,47,technician,married,secondary,no,1059,yes,no,cellular,21,nov,58,1,127,1,failure,no
43166,31,technician,married,secondary,no,2440,no,no,cellular,6,nov,312,1,-1,0,unknown,no
23527,57,retired,married,primary,no,318,no,no,cellular,22,aug,371,4,-1,0,unknown,no
32165,29,admin.,married,tertiary,no,238,no,no,cellular,26,feb,79,1,-1,0,unknown,no
15625,48,blue-collar,married,secondary,no,729,yes,no,telephone,15,jul,277,1,-1,0,unknown,no
3644,35,technician,divorced,secondary,no,556,yes,no,unknown,13,may,214,1,-1,0,unknown,no
12562,36,admin.,married,secondary,no,4011,no,no,unknown,19,jun,10,16,-1,0,unknown,no
12011,52,services,married,tertiary,no,2801,yes,yes,unknown,17,jun,311,2,-1,0,unknown,no
17690,59,blue-collar,divorced,primary,no,867,yes,no,cellular,24,jul,120,1,-1,0,unknown,no
5289,27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,65,3,-1,0,unknown,no
32427,33,management,single,tertiary,no,215,yes,no,cellular,27,mar,101,1,-1,0,unknown,no
39229,34,housemaid,divorced,secondary,no,787,yes,no,cellular,15,may,665,1,-1,0,unknown,no
38494,42,blue-collar,married,primary,no,21,yes,no,cellular,13,may,383,5,288,11,other,no
23940,41,management,married,tertiary,no,2251,no,no,cellular,26,aug,338,9,-1,0,unknown,no
33556,36,blue-collar,single,primary,no,263,yes,no,cellular,17,apr,199,2,337,2,failure,no
14228,54,blue-collar,married,primary,no,175,no,yes,cellular,8,jul,1027,1,-1,0,unknown,no
26882,30,management,married,tertiary,no,5204,yes,no,cellular,19,nov,117,1,-1,0,unknown,no
12350,59,blue-collar,married,secondary,no,0,no,no,unknown,18,jun,368,1,-1,0,unknown,no
26699,33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,nov,149,2,175,1,failure,no
24356,42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,no
38197,28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
5493,34,admin.,married,secondary,no,1689,no,no,unknown,20,may,423,1,-1,0,unknown,no
31808,27,self-employed,single,tertiary,no,26,no,no,telephone,6,feb,31,5,-1,0,unknown,no
22787,32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,unknown,no
32606,49,management,married,tertiary,no,596,yes,no,cellular,3,apr,579,2,-1,0,unknown,no
16578,33,blue-collar,married,secondary,no,681,yes,yes,cellular,21,jul,357,1,-1,0,unknown,no
31800,44,blue-collar,divorced,secondary,no,1258,yes,no,cellular,6,feb,607,4,-1,0,unknown,no
34068,44,management,divorced,tertiary,no,213,yes,no,cellular,20,apr,65,2,-1,0,unknown,no
4343,60,retired,married,secondary,no,0,yes,no,unknown,15,may,229,1,-1,0,unknown,no
12080,49,technician,married,secondary,no,662,no,no,unknown,18,jun,47,2,-1,0,unknown,no
26313,33,admin.,married,tertiary,no,88,yes,yes,cellular,18,nov,86,1,-1,0,unknown,no
9063,32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
20627,48,technician,single,secondary,no,309,no,no,cellular,7,aug,190,2,-1,0,unknown,no
46187,59,unknown,married,unknown,no,1500,no,no,cellular,16,nov,280,1,104,2,failure,no
32980,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,-1,0,unknown,no
24308,38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,unknown,no
13862,44,housemaid,married,primary,no,-227,no,yes,cellular,7,jul,153,1,-1,0,unknown,no
41717,49,admin.,married,secondary,no,5361,no,no,cellular,7,aug,70,1,-1,0,unknown,no
29053,46,blue-collar,married,primary,no,1227,no,no,telephone,28,jan,157,3,-1,0,unknown,no
26752,32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,nov,126,2,-1,0,unknown,no
41533,34,admin.,married,secondary,no,1551,yes,yes,cellular,8,jul,188,2,82,4,other,no
10932,41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
18591,59,management,divorced,tertiary,no,3390,no,no,cellular,29,jul,43,2,-1,0,unknown,no
17006,49,unemployed,married,secondary,no,136,no,yes,cellular,22,jul,246,1,-1,0,unknown,no
39636,32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,no
5148,28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190,1,-1,0,unknown,no
42120,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
25520,38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,191,2,-1,0,unknown,no
10117,37,technician,single,secondary,no,0,no,no,unknown,5,jun,80,2,-1,0,unknown,no
1612,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
28112,40,entrepreneur,married,tertiary,no,865,no,no,cellular,21,nov,170,2,-1,0,unknown,no
14164,25,blue-collar,married,secondary,no,4280,no,yes,cellular,8,jul,148,2,-1,0,unknown,no
24770,48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown,no
37274,37,blue-collar,married,secondary,no,771,yes,no,cellular,11,may,262,2,367,4,failure,no
29431,38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,failure,no
22894,34,technician,married,secondary,no,1194,no,yes,cellular,20,aug,219,2,-1,0,unknown,no
8925,36,blue-collar,married,secondary,no,71,yes,no,unknown,30,may,510,5,-1,0,unknown,no
23922,57,technician,divorced,tertiary,no,437,no,no,cellular,26,aug,435,5,-1,0,unknown,no
3034,32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,-1,0,unknown,no
10411,53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no
25229,48,management,divorced,secondary,no,17,yes,no,cellular,17,nov,195,1,-1,0,unknown,no
37504,33,services,single,secondary,no,310,yes,no,cellular,12,may,54,2,371,1,failure,no
23987,55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,no
37730,45,blue-collar,married,secondary,no,266,yes,no,cellular,12,may,277,1,-1,0,unknown,no
11263,48,admin.,married,secondary,no,13551,no,no,unknown,11,jun,89,3,-1,0,unknown,no
33886,30,management,single,tertiary,no,3392,yes,no,cellular,17,apr,194,2,-1,0,unknown,no
12337,45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,92,2,-1,0,unknown,no
43925,65,retired,married,primary,no,343,no,no,telephone,5,feb,159,2,-1,0,unknown,no
32082,42,unemployed,single,unknown,no,3274,yes,no,cellular,16,feb,137,1,-1,0,unknown,no
41023,22,admin.,single,secondary,no,222,no,no,cellular,3,jun,156,3,-1,0,unknown,no
19597,42,blue-collar,married,primary,no,0,yes,no,telephone,31,jul,190,4,-1,0,unknown,no
34201,50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,apr,319,2,340,1,failure,no
18856,30,services,married,primary,no,1015,yes,no,cellular,30,jul,11,8,-1,0,unknown,no
20564,33,technician,married,secondary,no,3107,no,yes,cellular,7,aug,181,2,-1,0,unknown,no
9370,55,services,married,secondary,no,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,no
22553,34,management,married,tertiary,no,5399,no,no,cellular,19,aug,227,4,-1,0,unknown,no
32575,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no
29864,47,technician,divorced,secondary,no,1194,yes,yes,cellular,30,jan,113,3,-1,0,unknown,no
33859,30,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034,2,-1,0,unknown,no
10600,32,entrepreneur,married,secondary,no,1328,yes,no,unknown,6,jun,80,5,-1,0,unknown,no
20880,40,technician,single,secondary,no,8259,no,no,cellular,8,aug,254,4,-1,0,unknown,no
9385,38,management,married,tertiary,yes,-562,yes,no,unknown,3,jun,206,1,-1,0,unknown,no
15670,49,retired,divorced,secondary,no,-268,yes,no,cellular,15,jul,111,5,-1,0,unknown,no
21629,31,management,divorced,tertiary,no,297,no,no,cellular,12,aug,127,1,-1,0,unknown,no
20515,52,admin.,married,unknown,no,635,no,no,cellular,7,aug,228,4,-1,0,unknown,no
22961,47,technician,married,secondary,no,275,no,no,cellular,20,aug,447,4,-1,0,unknown,no
42552,20,student,single,unknown,no,479,no,no,cellular,11,sep,158,2,-1,0,unknown,no
19275,59,retired,married,unknown,no,201,no,no,cellular,31,jul,69,7,-1,0,unknown,no
27017,33,admin.,married,secondary,no,581,yes,no,cellular,19,nov,193,2,-1,0,unknown,no
22920,36,technician,married,secondary,no,3,no,no,cellular,20,aug,100,4,-1,0,unknown,no
4293,47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,may,322,1,-1,0,unknown,no
34310,44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,222,1,154,1,failure,no
3792,55,blue-collar,divorced,secondary,no,7378,no,no,unknown,14,may,316,3,-1,0,unknown,no
21386,58,retired,married,secondary,no,11,no,no,cellular,11,aug,270,1,-1,0,unknown,no
39747,40,blue-collar,single,primary,no,-21,no,no,cellular,18,may,68,2,368,3,failure,no
7448,27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,123,1,-1,0,unknown,no
13929,31,management,married,tertiary,no,-513,no,yes,cellular,7,jul,124,1,-1,0,unknown,no
14904,58,retired,married,secondary,no,1067,no,no,telephone,10,jul,445,1,-1,0,unknown,no
30041,60,technician,married,secondary,no,358,no,no,cellular,2,feb,95,1,216,2,failure,no
2790,31,admin.,married,secondary,no,27,no,yes,unknown,9,may,63,1,-1,0,unknown,no
3048,49,admin.,married,secondary,yes,15,no,no,unknown,12,may,290,5,-1,0,unknown,no
18303,27,blue-collar,married,primary,no,108,yes,no,telephone,28,jul,57,2,-1,0,unknown,no
40296,32,technician,married,secondary,no,580,yes,no,cellular,18,may,8,4,279,2,other,no
39127,42,blue-collar,married,secondary,no,680,yes,no,cellular,15,may,306,4,365,2,failure,no
7011,53,management,married,primary,no,-421,yes,no,unknown,26,may,543,4,-1,0,unknown,no
7605,32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
30993,30,technician,single,secondary,no,865,no,no,cellular,4,feb,114,1,-1,0,unknown,no
1891,29,student,single,secondary,no,872,yes,no,unknown,7,may,230,1,-1,0,unknown,no
9722,38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1138,1,-1,0,unknown,no
14619,51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,388,1,-1,0,unknown,no
17491,25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
25839,42,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
33645,45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no
40338,30,blue-collar,single,secondary,no,1837,yes,no,cellular,18,may,109,2,-1,0,unknown,no
41541,34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,no
38388,44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,no
1862,53,admin.,divorced,unknown,no,236,yes,no,unknown,7,may,354,1,-1,0,unknown,no
29092,28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,unknown,no
17223,32,admin.,married,secondary,no,1539,yes,yes,cellular,23,jul,218,2,-1,0,unknown,no
35505,57,retired,divorced,tertiary,no,0,yes,no,cellular,5,may,180,1,-1,0,unknown,no
40001,26,management,single,tertiary,no,47,yes,no,cellular,18,may,63,1,-1,0,unknown,no
37293,43,admin.,single,secondary,no,426,yes,no,cellular,11,may,76,2,304,2,failure,no
30381,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,no
40265,58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown,no
1914,34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,no
19061,29,blue-collar,single,tertiary,no,11310,yes,no,cellular,30,jul,436,3,-1,0,unknown,no
24880,48,technician,divorced,secondary,no,105,no,no,cellular,29,aug,520,2,-1,0,unknown,no
14641,58,unemployed,married,primary,no,3884,no,no,unknown,9,jul,399,8,-1,0,unknown,no
6452,29,blue-collar,married,unknown,no,135,yes,no,unknown,23,may,150,6,-1,0,unknown,no
11685,44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,-1,0,unknown,no
11116,39,blue-collar,married,secondary,no,7653,no,no,unknown,11,jun,165,2,-1,0,unknown,no
6191,40,management,single,tertiary,no,1393,yes,no,unknown,21,may,20,8,-1,0,unknown,no
14881,39,management,married,tertiary,no,-4,no,no,cellular,10,jul,358,1,-1,0,unknown,no
40315,47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
29336,28,self-employed,single,tertiary,no,0,yes,no,cellular,29,jan,379,1,192,1,failure,no
30372,36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,-1,0,unknown,no
26369,32,blue-collar,married,secondary,no,1,yes,no,cellular,18,nov,77,3,-1,0,unknown,no
25527,53,services,divorced,primary,no,200,no,no,cellular,17,nov,182,3,-1,0,unknown,no
32388,49,unemployed,married,tertiary,no,377,no,no,cellular,24,mar,74,2,-1,0,unknown,no
12122,55,blue-collar,married,primary,no,1101,no,no,unknown,18,jun,744,3,-1,0,unknown,no
36191,37,services,married,secondary,no,343,yes,yes,cellular,7,may,104,1,304,7,failure,no
27122,50,management,single,unknown,no,4666,no,no,cellular,19,nov,11,3,166,3,other,no
28079,49,technician,married,tertiary,no,0,yes,no,cellular,21,nov,218,1,-1,0,unknown,no
24411,34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,unknown,no
18264,25,services,single,secondary,no,5533,yes,no,cellular,28,jul,50,4,-1,0,unknown,no
38751,55,retired,married,primary,no,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,no
18069,27,blue-collar,married,secondary,no,5505,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no
16753,26,management,single,secondary,no,609,yes,no,cellular,21,jul,594,1,-1,0,unknown,no
12422,57,retired,married,secondary,no,712,yes,yes,unknown,19,jun,824,1,-1,0,unknown,no
28392,32,self-employed,single,tertiary,no,-98,no,yes,cellular,21,nov,157,2,-1,0,unknown,no
13312,41,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,no
33816,36,blue-collar,single,unknown,no,185,yes,yes,cellular,17,apr,301,2,-1,0,unknown,no
24485,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no
44981,31,technician,married,tertiary,no,3338,yes,no,cellular,24,jun,122,2,185,2,success,no
28800,27,management,single,secondary,no,589,no,no,cellular,28,jan,24,1,-1,0,unknown,no
24268,52,technician,married,secondary,no,1697,no,yes,cellular,27,aug,549,4,-1,0,unknown,no
39801,32,blue-collar,married,primary,no,-283,yes,no,cellular,18,may,24,2,349,2,other,no
19462,36,technician,divorced,tertiary,no,1023,yes,no,cellular,31,jul,189,4,-1,0,unknown,no
25989,31,admin.,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,-1,0,unknown,no
19778,32,technician,single,secondary,no,-122,yes,yes,cellular,31,jul,55,17,-1,0,unknown,no
3589,57,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,-1,0,unknown,no
4710,45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,no
1413,39,admin.,single,secondary,no,-25,yes,no,unknown,6,may,576,1,-1,0,unknown,no
17195,46,services,married,secondary,no,-119,yes,no,cellular,22,jul,151,3,-1,0,unknown,no
20771,52,blue-collar,married,secondary,no,409,no,no,cellular,8,aug,137,2,-1,0,unknown,no
1702,46,blue-collar,married,unknown,no,401,yes,no,unknown,6,may,306,2,-1,0,unknown,no
16996,29,blue-collar,married,secondary,no,3,no,no,cellular,22,jul,115,1,-1,0,unknown,no
13242,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
18905,47,admin.,single,secondary,no,-874,yes,no,cellular,30,jul,528,2,-1,0,unknown,no
6700,33,services,single,secondary,no,-27,yes,no,unknown,26,may,165,1,-1,0,unknown,no
27526,33,technician,single,tertiary,no,3827,no,no,cellular,20,nov,359,1,-1,0,unknown,no
31103,27,student,single,unknown,no,468,no,no,cellular,4,feb,270,2,-1,0,unknown,no
39936,31,blue-collar,married,secondary,no,255,yes,yes,cellular,18,may,295,1,-1,0,unknown,no
23316,52,retired,married,primary,no,6,no,no,cellular,22,aug,82,2,-1,0,unknown,no
3200,23,admin.,single,secondary,no,290,yes,no,unknown,12,may,163,4,-1,0,unknown,no
7227,26,blue-collar,single,primary,no,619,yes,yes,unknown,27,may,305,1,-1,0,unknown,no
38294,30,services,divorced,secondary,no,341,yes,no,cellular,13,may,54,1,174,1,success,no
9774,24,technician,single,secondary,no,2019,yes,no,unknown,4,jun,1045,1,-1,0,unknown,no
4203,41,housemaid,married,primary,no,3291,yes,no,unknown,15,may,125,4,-1,0,unknown,no
33713,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,137,1,-1,0,unknown,no
8001,35,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,no
8958,38,self-employed,married,secondary,no,-10,no,no,unknown,2,jun,137,7,-1,0,unknown,no
21931,30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,no
44092,64,retired,married,secondary,no,243,no,no,cellular,22,feb,144,1,175,1,failure,no
28665,35,technician,married,secondary,no,587,no,yes,cellular,21,nov,23,8,126,5,other,no
26223,33,services,married,secondary,no,244,yes,no,cellular,18,nov,231,2,-1,0,unknown,no
15712,33,admin.,married,secondary,no,0,yes,no,cellular,15,jul,120,6,-1,0,unknown,no
33131,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure,no
2099,47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no
37305,44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown,no
24673,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,no
16738,43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
10029,48,services,divorced,secondary,no,0,no,no,unknown,5,jun,428,1,-1,0,unknown,no
25703,37,management,married,secondary,no,121,no,yes,cellular,17,nov,211,2,151,2,failure,no
28163,39,technician,married,secondary,no,0,yes,yes,cellular,21,nov,83,1,-1,0,unknown,no
31705,36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
18511,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no
13343,25,admin.,single,secondary,no,681,yes,no,unknown,26,jun,105,3,-1,0,unknown,no
4212,47,management,divorced,tertiary,no,107,no,no,unknown,15,may,246,1,-1,0,unknown,no
26055,35,management,divorced,tertiary,no,2287,no,no,cellular,18,nov,130,3,-1,0,unknown,no
26604,40,entrepreneur,married,tertiary,no,1024,no,no,cellular,19,nov,723,1,-1,0,unknown,no
39280,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,unknown,no
13211,51,management,single,tertiary,no,1348,yes,no,unknown,20,jun,9,19,-1,0,unknown,no
7880,26,blue-collar,married,unknown,no,407,yes,no,unknown,28,may,346,2,-1,0,unknown,no
10072,37,entrepreneur,married,unknown,no,983,no,yes,unknown,5,jun,225,1,-1,0,unknown,no
27181,46,blue-collar,married,primary,no,5393,yes,no,cellular,20,nov,997,2,-1,0,unknown,no
24602,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
7428,44,blue-collar,divorced,secondary,no,-239,yes,no,unknown,27,may,111,3,-1,0,unknown,no
3733,46,blue-collar,single,secondary,no,57,yes,no,unknown,14,may,194,4,-1,0,unknown,no
44931,51,admin.,married,tertiary,no,0,yes,yes,cellular,15,jun,177,4,99,2,success,no
5560,34,admin.,single,tertiary,no,458,yes,no,unknown,20,may,211,1,-1,0,unknown,no
2277,36,entrepreneur,married,unknown,no,298,yes,no,unknown,8,may,215,1,-1,0,unknown,no
29841,51,unemployed,married,secondary,no,636,no,no,cellular,30,jan,321,1,-1,0,unknown,no
16245,45,management,divorced,secondary,no,0,no,no,cellular,17,jul,395,3,-1,0,unknown,no
43797,62,technician,married,unknown,no,4727,yes,no,telephone,28,jan,80,4,90,4,other,no
27788,53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,unknown,no
40236,34,admin.,married,secondary,no,393,yes,no,cellular,18,may,222,4,355,1,failure,no
21766,33,management,single,tertiary,no,2302,yes,no,cellular,13,aug,115,2,-1,0,unknown,no
12157,45,housemaid,married,tertiary,no,143,no,no,unknown,18,jun,83,1,-1,0,unknown,no
2935,55,blue-collar,married,secondary,no,-256,yes,yes,unknown,9,may,136,2,-1,0,unknown,no
21601,55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,aug,112,2,-1,0,unknown,no
37397,47,blue-collar,married,primary,no,373,yes,no,cellular,11,may,480,2,-1,0,unknown,no
15768,51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,126,4,-1,0,unknown,no
27698,31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,0,unknown,no
