ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
5123,50000,2,2,2,23,0,0,0,2,0,0,20821,11864,13094,12434,12429,12505,1190,2000,0,600,594,610,0
15068,360000,1,2,1,34,-1,-1,-1,-1,-1,-1,5375,0,7799,8506,0,4186,0,7799,8528,0,4186,0,0
16144,550000,2,2,1,39,0,0,0,0,0,0,67886,67806,66328,26422,21386,17674,3688,2577,2169,1000,602,890,0
28972,150000,2,2,2,31,1,2,2,2,0,0,22723,22060,25195,24497,24791,25462,0,3500,0,1000,1071,950,0
26129,200000,2,2,1,30,0,0,0,-2,-2,-2,25874,16298,0,0,0,0,1048,0,0,0,0,0,0
5319,270000,2,2,1,33,-1,-1,-1,-1,-1,0,11489,8874,3567,1556,7952,10794,8874,3567,1556,7952,4000,2000,0
12911,90000,2,2,2,23,0,0,0,0,0,0,80551,11066,2408,57167,57700,58817,2028,1007,57113,2092,2400,1800,0
5206,30000,2,3,1,45,-2,-2,-2,-2,-2,-2,0,1930,1930,2072,4072,0,1930,1930,2072,4072,0,0,0
19462,270000,2,2,1,33,-1,-1,-1,-1,-1,-1,10148,625,14430,7320,5500,500,625,14430,7325,5500,500,6921,0
17995,70000,1,1,2,30,0,0,0,-1,0,0,16163,1050,0,21280,21625,22275,1000,0,21280,1000,1000,1200,0
19602,170000,2,1,2,37,-2,-2,-2,-2,-2,-2,7365,255,4884,4442,1800,0,255,4892,4478,1800,0,150,0
11706,20000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0
8385,430000,2,1,2,30,-1,-1,-1,-1,-1,-1,31423,3650,44671,81979,9120,85407,3650,44671,82555,9120,85407,14261,0
19928,330000,2,2,1,39,1,-1,-1,-1,2,-1,0,1380,0,404,404,24420,1380,0,404,0,24420,480,0
23830,240000,2,3,1,50,0,0,0,0,0,0,242152,237635,242191,212879,185490,188850,8000,8000,7000,6000,6000,7000,0
5763,20000,1,2,1,27,0,0,2,0,0,0,17062,19248,18181,18156,19102,17363,2850,0,514,2000,1000,1570,0
22602,260000,2,2,2,36,-1,-1,-1,-1,-1,-1,17631,13184,1700,5190,8455,1462,13184,1700,5190,8455,1462,3641,0
8615,290000,1,1,1,46,-1,-1,-2,-1,-1,-2,2052,4146,700,5055,694,3207,4146,700,5077,694,3207,0,0
10985,260000,1,2,1,45,-1,-1,-2,-2,-2,-2,3814,2688,500,2870,1141,679,2861,500,2870,1141,679,0,0
16598,450000,1,2,1,29,0,0,0,0,0,0,179547,157945,118192,82644,17720,7068,8101,12029,35524,38,2015,7522,0
6698,60000,1,3,2,27,0,0,0,0,0,0,37170,36918,10163,10692,15307,19838,2000,3000,1000,5000,5000,1000,0
28142,200000,2,3,1,36,0,0,0,0,0,0,167385,171476,175956,171340,177236,181978,8000,8045,8000,8000,7000,18000,0
3301,30000,2,3,1,41,1,2,0,0,2,0,29717,28569,29168,30566,29229,26260,0,2000,2200,0,1100,1100,0
12891,180000,2,1,2,29,0,0,0,0,0,0,134797,134041,132295,130166,129158,127963,5000,4600,4600,4700,4972,5000,0
27469,390000,1,1,2,47,-1,-1,-2,-1,-1,-1,898,0,0,2582,128,6273,0,0,2582,128,6273,0,0
14850,60000,2,1,2,26,-2,-2,-2,-2,-2,-2,17873,5959,2933,2933,4933,1983,3000,1000,0,2000,0,13072,0
6859,30000,2,3,1,48,0,0,0,0,0,0,25615,26950,27899,29614,30127,29646,1751,1700,2500,1000,2000,4034,0
21035,230000,1,2,2,36,-2,-2,-2,-2,-2,-2,3245,1855,2577,8001,2970,-1,1864,2590,8039,2984,0,381,0
23721,270000,2,3,1,58,-2,-2,-2,-2,-2,-2,936,1188,2078,795,828,1251,1188,2078,795,828,1251,2267,0
17151,140000,2,1,2,28,0,0,0,0,0,0,9598,10631,11349,12661,12606,12869,1500,1195,1507,452,467,470,0
8531,50000,2,2,2,25,0,0,0,0,0,0,30857,28481,27634,26691,26329,25923,1800,1400,915,1500,1500,2000,0
15289,300000,2,1,2,28,0,0,0,-1,-1,-2,9582,6803,7198,6975,9356,3697,1818,7217,7023,9383,3714,6546,0
29916,10000,1,2,2,32,2,0,0,0,0,0,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,0
22060,150000,2,2,1,27,0,0,0,0,0,0,5877,6640,7408,8147,8054,7819,1268,1284,1271,426,283,484,0
20732,50000,1,3,1,45,0,0,0,0,0,0,29287,29875,15028,5639,6389,7130,1600,1700,1250,1000,1000,1000,0
2380,500000,2,1,1,41,0,0,0,0,0,0,190730,194336,197284,199489,201484,204017,8501,8001,6701,6321,6401,6379,0
3040,170000,1,1,2,39,0,0,0,0,0,0,171160,187853,171095,137986,141319,139463,13000,6154,15000,6000,7000,5000,0
6643,200000,1,1,2,29,0,0,0,2,2,2,137218,141808,151020,152040,164405,161525,6808,11620,5000,15000,0,4089,0
29991,140000,1,2,1,41,0,0,0,0,0,0,138325,137142,139110,138262,49675,46121,6000,7000,4228,1505,2000,2000,0
26107,450000,2,1,1,49,1,-1,-1,-1,-1,0,0,557,0,2481,13716,19584,557,0,2481,13716,7100,812,0
8536,250000,1,2,1,29,1,-2,-2,-1,-1,-1,-24,-24,-24,746,7146,434,0,0,770,7200,688,0,0
27062,130000,1,2,2,33,1,-1,0,-1,0,0,0,870,390,11,1011,381,870,300,11,1000,300,500,0
20110,420000,2,1,1,46,-2,-2,-2,-2,-2,-2,19629,8705,18653,36076,27823,0,8765,18728,36430,27906,0,9268,0
25548,150000,2,3,2,39,0,0,0,0,0,-1,60115,48412,37033,25032,12500,12500,1662,1783,1282,250,12500,12500,0
20547,250000,1,1,2,27,0,0,0,0,0,0,144525,183569,186020,186465,113336,0,43089,6959,110000,0,0,132818,0
22684,140000,2,2,1,36,0,0,0,0,0,0,50663,50847,50768,50629,49974,49897,1788,2182,2041,1715,1982,30000,0
25346,50000,2,1,2,25,0,0,0,0,0,0,48408,47563,41319,25110,20478,20258,1774,2100,1609,1000,1000,1000,0
12979,100000,1,2,1,44,0,0,2,0,0,-1,11119,12376,4419,2946,1473,3230,3000,0,0,0,3230,0,0
2252,50000,2,2,1,36,2,2,2,0,0,2,2590,4836,4613,5378,5848,5606,2458,0,1000,557,0,2000,0
18705,210000,2,1,2,27,0,0,0,0,0,0,161055,156712,157087,177934,136807,139230,6000,7000,8000,6574,5500,5500,0
12365,100000,2,3,3,47,-1,-1,2,0,-1,-1,836,1859,1672,836,836,836,2695,0,0,836,836,836,0
28721,130000,2,2,1,41,-1,0,-1,-1,-1,-1,2538,1866,1349,1609,635,849,1177,1349,1609,635,849,2893,0
9872,130000,2,2,2,43,0,0,0,0,0,0,87289,81818,41268,31836,33559,10390,5000,2000,2000,2000,2000,2000,0
3811,80000,2,3,2,46,0,0,0,0,0,0,76184,78306,79835,40499,41346,42348,3345,3344,1447,1497,1686,1509,0
18243,160000,1,1,1,51,0,0,0,2,2,2,131124,129673,135778,132505,124622,127646,5000,12501,4700,0,9500,0,0
734,160000,2,1,1,37,-1,-1,-1,-1,-1,-1,316,316,0,316,632,0,316,0,316,632,0,316,0
28829,160000,2,2,1,31,0,0,0,0,0,0,63780,64675,56561,52338,31133,27590,3518,3015,2128,2000,1000,2473,0
16937,360000,1,2,1,50,-2,-2,-2,-2,-2,-2,28595,0,2500,0,0,0,0,2500,0,0,0,0,0
18722,360000,2,2,2,28,-1,-1,-1,0,0,-2,12393,3434,79795,49160,2847,-13,3445,80401,32083,2907,13,20303,0
6311,440000,2,1,1,33,-2,-2,-2,-2,-2,-1,0,0,0,0,0,100,0,0,0,0,100,300,0
1215,360000,1,1,2,43,-1,-1,-2,-2,-2,-2,4134,2128,960,6658,0,0,2134,982,6858,0,0,0,0
17638,290000,2,1,2,29,0,0,0,0,0,0,10370,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,0
29714,200000,1,2,1,34,-1,-1,-1,-1,-2,-2,2498,2670,2967,0,0,0,2670,2996,0,0,0,0,0
4119,50000,1,2,2,36,0,0,2,0,0,0,17003,18157,17301,16486,17681,17825,3000,1000,1000,2000,1000,2000,0
4252,580000,2,2,1,57,-1,-1,-1,-1,-1,-1,20498,2290,4968,4481,5574,14240,2290,4968,4485,5583,14242,9986,0
25261,90000,2,2,2,23,1,3,2,0,0,0,39772,38836,36654,32747,33091,33291,0,15,1831,1175,1338,1216,0
27956,140000,2,2,1,27,2,-1,-1,-1,0,0,776,752,776,1580,804,728,752,800,1580,0,700,700,0
19714,290000,2,1,2,27,-2,-2,-2,-2,-2,-2,-4,-4,853,0,71,-73,0,857,0,71,0,14688,0
13396,240000,2,1,1,34,0,0,0,0,0,0,41484,42522,43538,44402,45333,46551,1709,1725,1589,1646,1972,1263,0
2882,50000,1,2,2,23,-1,-1,0,0,0,0,3352,18685,15868,11348,7822,7357,18685,1105,500,500,500,1000,0
26783,280000,1,3,2,30,0,0,0,0,0,0,104252,107034,109958,112850,115092,117496,4510,4654,4730,4119,4258,4292,0
16246,20000,2,2,2,40,0,0,0,-1,-1,-1,3135,2643,2454,2250,2296,4315,2000,2296,2296,2342,4315,2796,0
3374,120000,2,1,2,31,-2,-2,-2,-2,-2,-2,-66,-33,-33,-33,-33,-33,0,0,0,0,0,0,0
18219,180000,1,1,1,51,0,0,0,0,0,0,40310,41634,44959,50198,52361,55510,2000,4000,6000,3000,4000,3000,0
7009,20000,2,3,1,41,0,0,0,0,0,2,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,0
4601,30000,1,1,2,26,0,0,-1,-1,-1,-1,27172,27000,780,0,30525,0,1000,780,0,30525,0,0,0
812,700000,2,1,1,39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,0
17647,340000,2,1,1,36,0,0,0,0,0,0,242518,247338,252656,257535,262670,266351,8849,9300,9200,9226,9530,10139,0
19769,360000,2,3,2,45,-2,-2,-2,-2,-2,-2,0,700,0,0,1526,0,700,0,0,1526,0,0,0
25704,20000,2,1,2,29,1,-1,-1,-1,-1,-1,0,2494,3967,1364,600,0,2494,3967,1370,600,0,0,0
665,40000,2,2,1,32,0,0,0,2,2,2,24114,25417,28777,29107,29693,30456,2000,4110,1100,1200,1400,0,0
12678,60000,2,2,2,25,0,0,0,0,0,0,18280,19468,20986,23783,25548,21811,1482,2000,3000,3000,1500,2000,0
4459,140000,2,2,1,32,0,0,0,0,0,0,129653,116582,112170,102931,100179,102417,5820,4920,3600,3700,3900,3602,0
17013,20000,2,1,2,23,-1,-1,0,0,0,0,6916,13914,10130,6165,6165,6315,14000,1145,950,0,150,6000,0
16371,200000,2,1,1,39,-1,-1,-1,-2,-1,-1,14510,7922,0,0,506,4408,7922,0,0,506,4408,0,0
27929,150000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
12227,480000,2,2,1,35,0,0,0,0,0,0,227221,243942,244961,248394,253596,211055,51000,10000,8000,8200,23000,8000,0
28002,150000,2,1,2,29,0,0,0,0,0,0,145138,140210,136196,105989,98836,94504,5200,7982,4500,4048,3800,3818,0
29457,140000,1,1,2,30,0,0,2,0,0,-2,90313,103560,78842,67003,0,0,15037,5,2007,0,0,0,0
1511,200000,2,2,2,33,0,0,0,0,0,0,184676,178491,169860,165713,168199,160769,7900,6112,6000,6000,5838,5900,0
13912,450000,1,1,1,48,-2,-2,-2,-2,-2,-2,20938,80176,37417,22048,20926,13187,80191,37417,22080,20926,13337,88744,0
28088,120000,2,2,2,33,-1,-1,-1,-1,-1,-1,508,607,611,593,653,587,700,611,593,653,587,916,0
12078,230000,2,2,1,32,-1,0,0,0,0,-2,1560,1766,2720,3720,0,0,1046,1000,1000,0,0,44752,0
20793,220000,1,2,1,49,-1,-1,-1,0,0,0,540,1148,20752,19397,19581,25071,1158,20752,1051,7120,14928,1177,0
22391,500000,2,2,2,32,-1,-1,-1,-1,0,0,9609,5609,967,16638,15721,17349,5637,972,16671,5749,7376,10723,0
12512,150000,2,2,2,23,0,0,0,2,0,0,41408,40958,39934,8433,6741,7586,2074,1926,0,408,3000,8275,0
21963,150000,2,1,2,27,-2,-2,-2,-1,0,0,-3706,-6108,32662,59350,41136,28596,3449,46128,60260,30218,17000,20133,0
23949,50000,1,2,2,22,0,0,0,0,0,-1,47871,44546,28628,19502,1971,7538,1546,1519,1035,296,20300,1000,0
5390,200000,2,1,2,35,0,0,0,0,0,0,75203,77949,74865,72766,70444,69003,4000,4000,5012,4000,3000,4000,0
1008,170000,2,2,1,37,0,0,0,0,0,0,166246,169163,136604,136607,133199,135242,6700,6800,4700,4700,5500,5000,0
4479,200000,2,1,2,25,-2,-2,-1,0,-1,-1,6096,2886,8264,7776,2814,2610,2886,9288,0,2814,2610,2828,0
9862,220000,1,3,1,58,0,0,0,-2,-2,-1,22599,23875,0,0,0,52884,1875,0,0,0,52884,105660,0
26864,80000,1,3,1,47,0,0,0,0,0,0,70062,19669,20696,21709,22348,22988,1321,1348,1361,1000,1000,2000,0
2105,250000,1,1,1,71,0,0,0,0,0,0,177484,177946,159849,145461,141487,147705,6243,5446,4721,4385,7805,200,0
12661,260000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,180000,2,1,2,43,-2,-1,-1,-1,0,-1,8657,6847,18762,22928,3129,2398,6847,18762,22928,0,2398,23149,0
2283,90000,2,3,1,49,0,0,0,0,0,0,104494,99941,95197,90508,85640,79775,3592,3382,3319,3172,4000,2360,0
27757,50000,2,2,1,22,0,0,0,0,0,0,47718,48719,47725,46467,14767,15085,2106,2200,2000,1000,700,800,0
15037,280000,1,2,2,35,-2,-2,-2,-2,-2,-2,117,1368,14027,-2,475,5038,1375,14111,0,477,5063,415,0
28234,50000,2,2,1,41,0,0,0,0,0,0,74903,49413,50812,50261,29720,30233,2120,2500,1905,1500,1200,1200,0
27559,180000,1,1,1,63,0,0,0,0,0,0,157932,156847,130572,120464,109129,112273,7000,5500,4218,4500,5000,4000,0
25230,20000,2,3,2,22,0,0,0,0,0,0,16063,14928,14012,11965,11867,12850,1565,2006,2011,7000,2000,4000,0
980,150000,2,3,1,54,-1,0,0,0,2,0,148747,145231,145341,153833,151194,145738,5500,5500,11000,0,6000,5215,0
16531,50000,1,2,2,27,0,0,0,0,0,0,39487,37777,36496,33512,29854,28144,1600,2000,6416,4406,1014,3006,0
29442,300000,1,1,2,30,0,0,0,0,0,0,237372,243409,250477,254808,260562,266200,10000,11000,10000,10000,10000,10000,0
6995,410000,2,3,2,28,2,2,2,2,0,0,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,0
28280,230000,2,2,2,36,-2,-1,-1,-1,-1,-1,858,885,669,656,827,2360,885,669,656,827,2376,943,0
8595,210000,2,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,360000,1,1,1,46,0,0,0,0,-2,-2,92961,76243,51722,-8,-8,-16,10125,13092,0,0,0,0,0
17828,50000,1,5,2,23,0,0,0,0,0,0,42407,13244,48845,43129,28385,23876,7275,47166,12064,12176,780,6200,0
25894,260000,2,2,2,35,-2,-2,-2,-2,-2,-2,-7,-7,2493,2290,432,0,0,2507,2297,432,0,649,0
15462,20000,1,3,2,41,1,2,-1,-1,-1,-1,9913,3261,1491,390,390,390,50,1491,2500,390,390,0,0
22937,360000,2,2,1,44,1,2,0,0,0,0,48114,47044,47887,49158,49834,46034,0,1900,2100,1707,2000,2000,0
9698,100000,2,2,1,39,0,0,0,0,0,0,97040,65668,66046,66779,45833,46369,2617,2098,1916,1707,1732,1379,0
6851,280000,1,1,2,33,0,0,0,0,0,0,281604,283292,281327,189287,185398,184414,10000,10059,5201,5211,5500,5500,0
3084,400000,1,1,2,36,-1,-1,-1,-1,-1,-2,6233,11152,-1,376,0,0,11219,0,377,0,0,1759,0
9604,30000,2,2,2,30,0,0,2,0,0,0,16570,18989,18387,22047,23691,25547,3000,0,4000,2000,2250,1500,0
3015,200000,1,1,2,35,-1,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,20878,24325,40265,15159,14079,20878,26716,0
16257,130000,2,1,2,28,-1,-1,-1,-1,-1,-1,2936,1688,5890,1113,1283,3000,2464,5890,1113,1283,3000,883,0
10644,360000,2,3,1,38,1,2,2,0,0,0,29773,24395,22285,21359,21581,16065,2000,0,687,3864,1065,11500,0
28609,140000,2,2,1,38,0,0,2,0,0,0,84539,96604,90785,95736,95912,97070,18000,0,10000,5000,6000,6000,0
20724,180000,1,3,1,37,-2,-2,-2,-2,-2,-2,11368,3595,3837,5760,0,925,3595,3842,5760,0,925,2755,0
21216,140000,1,1,2,44,0,0,0,0,2,0,72763,75064,76892,79522,79623,80895,3905,4025,4924,2381,2926,3108,0
5726,280000,2,1,1,37,1,-2,-2,-1,-1,-1,449,12487,-10,3090,240,2010,12611,0,3100,240,2010,212,0
21345,130000,1,3,2,56,0,0,0,0,0,0,33928,35356,36782,31309,32480,33953,2000,2000,2000,2000,2000,3000,0
4297,290000,1,3,1,40,0,0,0,0,0,2,151996,155371,157605,133904,128276,130419,7800,7549,10000,15000,5000,0,0
6195,360000,1,2,2,28,0,0,-1,0,0,0,19390,22726,12148,12885,12994,15320,7113,12163,3787,714,5369,10026,0
15050,300000,1,2,2,38,1,-1,0,0,0,0,5256,2491,3523,6355,5055,-445,4000,2000,3000,0,0,0,0
17323,390000,2,2,2,31,0,0,2,0,0,0,103061,106464,88653,82226,71559,72492,7600,20,3510,3349,3000,6000,0
14297,290000,2,2,1,27,0,0,0,0,-1,0,284298,281970,276346,0,281225,288652,14013,16346,0,281225,11787,12020,0
25213,30000,2,2,2,23,-1,-1,2,-1,0,0,1434,4925,390,15736,15525,0,6021,0,15736,1000,0,0,0
15370,140000,2,2,1,45,0,0,0,0,2,2,53951,55444,57549,60971,61374,63243,3000,3000,5000,2000,3000,2500,0
12685,170000,2,1,2,30,0,0,0,0,0,0,30552,29342,30544,30477,2609,1359,2500,2500,780,1100,400,918,0
10306,120000,2,2,1,41,-1,-1,-1,-1,-1,-1,7877,11532,13695,2050,804,0,11532,13740,2050,804,0,0,0
22401,260000,2,5,1,28,0,0,0,0,0,0,237212,228643,231156,223415,158739,159210,8006,7550,8080,4645,5047,4528,0
19615,290000,2,1,2,30,0,0,0,0,0,0,41626,8341,17333,34539,35288,35438,5004,10000,18000,1200,3000,2000,0
8165,290000,1,1,1,56,0,0,0,0,0,0,222000,226917,415700,232732,220460,224780,10013,8501,15018,10001,7997,7624,0
20223,50000,2,3,1,51,0,0,0,0,0,0,38306,39338,40378,39067,25481,25861,1661,1701,2006,1041,922,1000,0
29450,280000,1,1,1,31,-2,-2,-2,-2,-2,-2,-6,-6,1345,-5,-5,985,0,1351,0,0,990,3090,0
25519,330000,2,1,2,34,-2,-2,-2,-2,-2,-2,4577,8400,626,626,1348,5879,8400,626,626,1348,5879,8954,0
15733,50000,2,2,1,30,1,2,0,0,-2,-2,27369,6425,4580,0,0,0,0,1050,0,0,0,0,0
14583,200000,1,2,1,30,0,0,0,0,0,0,113676,116355,117802,116296,60792,30808,6000,5000,6000,3000,1611,55000,0
457,130000,1,3,2,39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,0
18873,100000,2,1,2,27,1,-1,-1,-1,-1,-1,-6,995,896,697,-302,999,2000,900,800,0,2300,1838,0
7508,150000,1,2,1,36,-1,-1,-1,0,0,-1,6750,15227,17610,19467,3173,1534,15227,17610,10055,0,1534,0,0
1253,20000,2,1,2,22,0,0,0,0,0,0,15829,15299,16262,16749,13764,18732,1600,1550,1000,1000,5283,0,0
23643,280000,2,1,2,35,-1,-1,-1,-1,-1,-1,6494,28723,9432,3472,3472,10237,28723,9432,3472,3472,10237,12129,0
11046,100000,2,2,1,40,0,0,0,0,0,0,90828,83479,73749,68512,72518,65890,3523,3025,2344,5000,3000,2000,0
23744,200000,2,2,1,50,-2,-1,0,0,-1,0,3414,6640,7428,10234,5380,7532,6640,1025,10249,5380,5000,2261,0
26140,210000,2,1,1,46,-2,-2,-2,-2,-2,-2,4065,0,4160,2540,1055,0,0,4160,2540,1055,0,408,0
8028,130000,2,2,1,45,0,0,0,0,0,2,128671,129901,127658,127362,128726,129081,7000,4710,4500,9400,3600,5500,0
8842,80000,2,1,1,32,-2,-2,-2,-2,-2,-2,871,3179,3344,3552,0,0,3381,3384,3958,0,0,0,0
25014,480000,1,1,1,49,-2,-2,-2,-2,-2,-2,63701,-220,38929,339176,33146,37337,0,39149,344261,33312,37511,31383,0
15681,220000,1,1,2,32,-1,-1,0,-1,-1,-1,13596,34661,29084,31770,3322,32528,34661,11000,31770,3322,32528,139961,0
22580,230000,2,2,1,32,0,0,0,0,0,0,55623,59913,60991,37289,37368,37357,5855,3000,1848,1457,4443,0,0
8962,360000,2,1,2,31,0,0,0,0,0,0,114287,114746,115304,114966,113208,113504,5200,5000,4000,5000,8000,4000,0
23736,230000,2,2,2,51,0,0,0,0,0,0,213457,226037,213682,219016,172407,163690,17000,10000,10000,10000,10000,10000,0
13617,60000,2,2,2,24,0,0,0,0,0,0,57771,53334,0,41645,41833,41481,2336,1414,0,2000,1503,3200,0
10143,400000,1,1,2,39,2,2,2,2,2,2,50747,49666,52727,51286,55077,55500,0,4500,0,4800,1600,0,0
8325,100000,2,2,1,40,-1,-1,0,0,0,-1,10228,50764,52520,24550,5973,57200,50836,39033,524,18,57227,422,0
18594,80000,2,2,2,25,1,-1,-1,-1,-2,-1,0,9000,380,0,0,363,9000,380,0,0,363,0,0
11077,200000,2,1,2,30,0,0,0,0,0,0,74961,69702,63210,57098,46455,38265,2513,1656,5000,20000,15000,14000,0
4377,50000,2,3,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
25471,200000,2,2,1,34,-2,-2,-2,-2,-2,-2,17822,19741,18718,15033,12785,8426,19855,18914,15112,12849,8468,27378,0
7298,430000,1,1,1,40,-1,-1,-1,-1,-1,-1,6112,10548,31401,417588,3414,4761,10590,31448,417588,3414,4761,15331,0
8533,200000,1,2,2,29,1,2,0,0,0,0,204212,186635,137983,82191,83964,86067,0,4075,3000,3100,4400,2930,0
11223,60000,1,3,2,26,1,2,0,0,0,0,61966,60308,47536,17079,18219,19542,0,5021,5000,2000,2000,1720,0
24594,290000,1,1,2,47,-2,-2,-2,-2,-2,-2,822,836,12,-824,-3830,-4220,850,12,0,2170,0,5000,0
6569,60000,2,2,2,48,-2,-2,-2,-1,0,0,53044,51158,29452,1696,38585,38884,1607,1675,1696,38000,1500,1400,0
5628,140000,2,2,2,36,0,0,0,0,0,0,134183,136457,97395,99249,77188,71675,8144,6812,5036,3000,15000,10000,0
25873,180000,2,2,2,33,-1,-1,-1,-1,-1,-1,4160,7817,2358,18572,11560,4298,7817,2358,18577,11560,4298,12330,0
24478,280000,1,1,2,31,0,0,0,0,0,0,148186,150724,153762,155242,143679,145615,5000,5006,4408,4117,4600,4600,0
22187,90000,2,1,2,28,-2,-2,-2,-2,-2,-2,1944,0,0,0,0,0,0,0,0,0,0,0,0
10259,160000,2,2,1,38,-1,-1,-1,-1,-1,-1,6000,6000,6228,6000,6000,6000,6000,6228,6000,6000,6000,6000,0
560,210000,2,3,1,53,0,0,0,0,0,0,57192,58472,59658,60466,61593,65163,2800,2753,2400,2255,4767,0,0
23809,30000,2,2,3,54,1,-2,-2,-2,-1,0,0,0,0,0,20363,20819,0,0,0,20363,784,4000,0
6058,230000,1,1,1,44,-1,-1,-1,-1,0,-1,815,815,815,1630,815,815,815,815,1630,0,815,629,0
29112,300000,2,3,0,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15861,360000,2,1,2,29,-1,0,0,0,0,-1,8805,10768,16659,25302,15147,5281,5001,6688,16251,394,5307,5389,0
25683,500000,2,3,1,38,-2,-2,-2,-2,-2,-2,-40,-40,-40,-40,7980,20603,0,0,0,8020,20706,36759,0
13958,20000,2,1,2,33,1,3,3,2,2,2,16180,16635,16082,15529,16525,16110,1000,0,0,1400,0,1504,0
16917,80000,1,3,1,59,0,0,0,0,0,0,78651,80199,82036,82031,81535,81586,3454,3725,3722,3228,3281,3374,0
14436,390000,2,2,2,28,0,0,0,0,0,0,116720,121588,121854,90634,84353,57677,7000,5000,4000,5000,10000,20000,0
13898,80000,1,2,1,54,1,3,2,2,2,0,47339,47270,46037,48457,47722,48678,967,0,3012,0,1569,1396,0
269,40000,2,1,2,48,0,0,0,0,0,0,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,0
15734,20000,2,2,2,23,0,0,0,0,0,0,19242,15014,13484,7612,8612,5007,1500,1535,1000,1000,1000,0,0
7027,470000,2,1,1,35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,0
6291,50000,2,2,2,22,0,0,0,0,0,0,38604,36684,33826,30387,28850,29022,1575,1757,1047,1042,1036,1039,0
13817,50000,2,2,2,23,0,0,2,2,0,0,10587,25768,12218,13656,15918,10771,3500,2500,1980,3500,1000,0,0
11563,80000,2,1,2,27,0,0,0,0,0,0,77967,79561,61018,36084,13693,79701,3565,1752,1105,1499,78000,0,0
20822,360000,1,1,2,38,-1,-1,-1,-1,-1,-1,1800,2410,2722,2961,2669,2054,2413,2738,2969,2677,2060,2071,0
5842,370000,1,1,2,30,0,-1,-1,0,0,0,6592,3563,184429,180508,178220,72656,4000,192718,5000,5000,3000,2000,0
4202,500000,1,3,2,32,0,0,2,0,0,0,211508,183713,158759,119566,123098,132355,10070,3066,13366,20898,20155,16101,0
21178,300000,1,3,2,31,0,0,0,0,0,0,80928,82690,84462,86263,87238,89176,4000,4000,4100,3300,3500,3500,0
10841,200000,2,4,2,34,-1,-1,-2,-2,-2,-1,6093,4297,15765,3997,4931,429,4310,15818,4009,4945,429,0,0
6198,80000,2,2,2,27,0,0,0,0,0,0,80088,81371,79183,64862,58651,55230,4791,2418,2118,2066,2150,3000,0
25173,80000,2,2,2,22,1,-1,-1,-1,-1,-1,0,2388,164,1369,830,132,2388,164,1369,830,132,428,0
5570,90000,2,2,1,35,0,0,0,0,0,0,82164,77060,76589,62892,58326,59491,2926,3571,2381,2083,2100,1976,0
8147,250000,2,1,2,35,-2,-2,-2,-2,-2,-2,661,661,268,0,0,0,0,268,0,0,0,0,0
16922,200000,1,2,1,55,0,0,0,0,0,0,169287,172655,178858,180101,173138,176920,6177,8982,6758,6257,6633,6115,0
27743,30000,2,2,2,23,2,2,2,2,2,2,34048,33053,33506,41931,38638,35343,0,1800,9851,0,1183,5132,0
26957,360000,1,2,2,44,0,0,0,0,0,0,189003,154847,122037,119366,86285,83589,6050,5033,5055,3021,2363,3000,0
2585,30000,2,1,2,22,-1,-1,-1,0,0,-2,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,0
12037,200000,2,1,2,44,-2,-2,-2,-2,-2,-2,0,0,0,7800,30223,10715,0,0,7800,30223,10715,1354,0
13600,120000,2,2,1,41,0,0,0,-1,2,0,14792,20084,0,6849,6598,16205,10000,0,6849,0,10000,2000,0
2409,210000,2,2,2,35,-2,-2,-2,-2,-2,-2,2593,0,0,0,1849,12837,0,0,0,1849,12837,4201,0
15019,50000,1,1,1,41,0,0,0,2,2,2,34384,35503,38931,38006,44357,43516,2000,4000,0,7000,0,2000,0
